pays,annee,total,male,female,F 00-14,M 00-14,F 15-29,M 15-29,F 30-44,M 30-44,F 45-59,M 45-59,F 60+,M 60+,00-14,15-29,30-44,45-59,60+
Russia,1992,148689000.0,69722997,78966003,16470916.0,17129530.0,15146041.0,15624843.0,17926092.0,17880086.0,12877257.0,11126899.0,16545697.0,7961639.0,33600446.0,30770884.0,35806178.0,24004156.0,24507336.0
Russia,1993,148520000.0,69668677,78851323,16167154.0,16843897.0,15037408.0,15524337.0,18094321.0,17997500.0,13055285.0,11267366.0,16497155.0,8035577.0,33011051.0,30561745.0,36091821.0,24322651.0,24532732.0
Russia,1994,148336000.0,69592381,78743619,15832649.0,16518828.0,15004595.0,15501547.0,18171872.0,18024510.0,13228557.0,11407089.0,16505946.0,8140407.0,32351477.0,30506142.0,36196382.0,24635646.0,24646353.0
Russia,1995,148375726.0,69609637,78766089,15519490.0,16208190.0,15077489.0,15583626.0,18197114.0,17997658.0,13326937.0,11498369.0,16645059.0,8321794.0,31727680.0,30661115.0,36194772.0,24825306.0,24966853.0
Russia,1996,148160042.0,69496597,78663445,14990477.0,15676309.0,15282531.0,15774783.0,18155004.0,17893313.0,13369603.0,11539929.0,16865830.0,8612263.0,30666786.0,31057314.0,36048317.0,24909532.0,25478093.0
Russia,1997,147915307.0,69358697,78556610,14551360.0,15231717.0,15545316.0,16014046.0,17991346.0,17665964.0,13311958.0,11512731.0,17156630.0,8934239.0,29783077.0,31559362.0,35657310.0,24824689.0,26090869.0
Russia,1998,147670692.0,69209577,78461115,14138277.0,14807847.0,15858334.0,16300298.0,17754346.0,17368374.0,13255339.0,11503138.0,17454819.0,9229920.0,28946124.0,32158632.0,35122720.0,24758477.0,26684739.0
Russia,1999,147214392.0,68949695,78264697,13646549.0,14296247.0,16178977.0,16598862.0,17478406.0,17040507.0,13331504.0,11612354.0,17629261.0,9401725.0,27942796.0,32777839.0,34518913.0,24943858.0,27030986.0
Russia,2000,146596557.0,68603100,77993457,13061934.0,13683043.0,16488000.0,16894463.0,17201485.0,16721927.0,13620148.0,11893945.0,17621890.0,9409722.0,26744977.0,33382463.0,33923412.0,25514093.0,27031612.0
Russia,2001,145976083.0,68244995,77731088,12577717.0,13185154.0,16753696.0,17157426.0,16877909.0,16343607.0,14031236.0,12223698.0,17490530.0,9335110.0,25762871.0,33911122.0,33221516.0,26254934.0,26825640.0
Russia,2002,145306046.0,67855763,77450283,12018766.0,12607513.0,17015278.0,17425161.0,16578404.0,16005085.0,14636360.0,12694422.0,17201475.0,9123582.0,24626279.0,34440439.0,32583489.0,27330782.0,26325057.0
Russia,2003,144648257.0,67468376,77179881,11449468.0,12019405.0,17244715.0,17666144.0,16308342.0,15710662.0,15344915.0,13231198.0,16832441.0,8840967.0,23468873.0,34910859.0,32019004.0,28576113.0,25673408.0
Russia,2004,144067054.0,67117967,76949087,10967159.0,11522748.0,17401202.0,17837382.0,16066333.0,15456446.0,16013863.0,13723447.0,16500530.0,8577944.0,22489907.0,35238584.0,31522779.0,29737310.0,25078474.0
Russia,2005,143518523.0,66788368,76730155,10614615.0,11161632.0,17450203.0,17906009.0,15848051.0,15235979.0,16545398.0,14100749.0,16271888.0,8383999.0,21776247.0,35356212.0,31084030.0,30646147.0,24655887.0
Russia,2006,143049528.0,66502263,76547265,10402884.0,10936640.0,17361272.0,17804522.0,15610060.0,14990812.0,16906936.0,14352562.0,16266113.0,8417727.0,21339524.0,35165794.0,30600872.0,31259498.0,24683840.0
Russia,2007,142805088.0,66327769,76477319,10270294.0,10792735.0,17213586.0,17660773.0,15416537.0,14792017.0,17223232.0,14573507.0,16353670.0,8508737.0,21063029.0,34874359.0,30208554.0,31796739.0,24862407.0
Russia,2008,142742350.0,66248730,76493620,10227033.0,10741740.0,17002205.0,17468432.0,15270116.0,14641289.0,17503215.0,14770954.0,16491051.0,8626315.0,20968773.0,34470637.0,29911405.0,32274169.0,25117366.0
Serbia,1970,6972000.0,3446517,3525483,861335.0,892830.0,850196.0,875385.0,813635.0,811348.0,519950.0,459965.0,480367.0,406989.0,1754165.0,1725581.0,1624983.0,979915.0,887356.0
Serbia,1971,7013000.0,3467357,3545643,855207.0,887794.0,865755.0,891788.0,798660.0,799032.0,537292.0,475560.0,488729.0,413183.0,1743001.0,1757543.0,1597692.0,1012852.0,901912.0
Serbia,1972,7053000.0,3487670,3565330,853812.0,887379.0,880410.0,907170.0,779369.0,781301.0,555708.0,494638.0,496031.0,417182.0,1741191.0,1787580.0,1560670.0,1050346.0,913213.0
Serbia,1973,7091000.0,3506910,3584090,856068.0,890513.0,892673.0,919931.0,758349.0,761098.0,575359.0,516556.0,501641.0,418812.0,1746581.0,1812604.0,1519447.0,1091915.0,920453.0
Serbia,1974,7128000.0,3525500,3602500,859537.0,894781.0,901149.0,928531.0,739770.0,743215.0,597124.0,540952.0,504920.0,418021.0,1754318.0,1829680.0,1482985.0,1138076.0,922941.0
Serbia,1975,7163000.0,3542890,3620110,862657.0,898604.0,904768.0,931840.0,726071.0,730458.0,621050.0,567140.0,505564.0,414848.0,1761261.0,1836608.0,1456529.0,1188190.0,920412.0
Serbia,1976,7214000.0,3567964,3646036,869621.0,906286.0,906072.0,932661.0,718702.0,723998.0,647015.0,594160.0,504626.0,410859.0,1775907.0,1838733.0,1442700.0,1241175.0,915485.0
Serbia,1977,7258000.0,3589381,3668619,875684.0,913026.0,902084.0,927746.0,715921.0,722291.0,674184.0,622039.0,500746.0,404279.0,1788710.0,1829830.0,1438212.0,1296223.0,905025.0
Serbia,1978,7297000.0,3608229,3688771,881025.0,918952.0,893842.0,918426.0,717338.0,724919.0,700202.0,648821.0,496364.0,397111.0,1799977.0,1812268.0,1442257.0,1349023.0,893475.0
Serbia,1979,7332000.0,3625124,3706876,885863.0,924212.0,882783.0,906534.0,721748.0,730621.0,721618.0,671794.0,494864.0,391963.0,1810075.0,1789317.0,1452369.0,1393412.0,886827.0
Serbia,1980,7362000.0,3639657,3722343,889892.0,928489.0,869890.0,893284.0,728166.0,738345.0,736258.0,689234.0,498137.0,390305.0,1818381.0,1763174.0,1466511.0,1425492.0,888442.0
Serbia,1981,7405000.0,3660770,3744230,896173.0,935001.0,857731.0,881056.0,738524.0,749712.0,745276.0,700960.0,506526.0,394041.0,1831174.0,1738787.0,1488236.0,1446236.0,900567.0
Serbia,1982,7440000.0,3678034,3761966,900322.0,939191.0,843521.0,867240.0,750864.0,763162.0,748322.0,708027.0,518937.0,400414.0,1839513.0,1710761.0,1514026.0,1456349.0,919351.0
Serbia,1983,7468000.0,3691842,3776158,902574.0,941331.0,828903.0,853327.0,764460.0,777851.0,745949.0,710391.0,534272.0,408942.0,1843905.0,1682230.0,1542311.0,1456340.0,943214.0
Serbia,1984,7489000.0,3702054,3786946,903150.0,941765.0,815960.0,841142.0,778236.0,792538.0,738919.0,707826.0,550681.0,418783.0,1844915.0,1657102.0,1570774.0,1446745.0,969464.0
Serbia,1985,7504000.0,3709062,3794938,902213.0,940742.0,806147.0,831960.0,791412.0,806330.0,728083.0,700546.0,567083.0,429484.0,1842955.0,1638107.0,1597742.0,1428629.0,996567.0
Serbia,1986,7536000.0,3724191,3811809,901550.0,940539.0,802539.0,829265.0,806618.0,821830.0,715000.0,688704.0,586102.0,443853.0,1842089.0,1631804.0,1628448.0,1403704.0,1029955.0
Serbia,1987,7558000.0,3734122,3823878,899558.0,939174.0,801621.0,829078.0,820409.0,835633.0,697678.0,672023.0,604612.0,458214.0,1838732.0,1630699.0,1656042.0,1369701.0,1062826.0
Serbia,1988,7572000.0,3739928,3832072,895759.0,936070.0,802961.0,831036.0,831832.0,846826.0,678908.0,653697.0,622612.0,472299.0,1831829.0,1633997.0,1678658.0,1332605.0,1094911.0
Serbia,1989,7581000.0,3743211,3837789,889656.0,930501.0,805606.0,834322.0,839695.0,854320.0,662621.0,638227.0,640211.0,485841.0,1820157.0,1639928.0,1694015.0,1300848.0,1126052.0
Serbia,1990,7586000.0,3744551,3841449,881162.0,922235.0,808704.0,838166.0,843143.0,857355.0,651156.0,628200.0,657284.0,498595.0,1803397.0,1646870.0,1700498.0,1279356.0,1155879.0
Serbia,1991,7595636.0,3748268,3847368,873087.0,914131.0,813717.0,843190.0,842873.0,855739.0,643952.0,621672.0,673739.0,513536.0,1787218.0,1656907.0,1698612.0,1265624.0,1187275.0
Serbia,1992,7646424.0,3772323,3874101,866920.0,907579.0,824300.0,854165.0,843804.0,855559.0,645457.0,624212.0,693620.0,530808.0,1774499.0,1678465.0,1699363.0,1269669.0,1224428.0
Serbia,1993,7699307.0,3797290,3902017,859039.0,898956.0,835841.0,866131.0,842120.0,852925.0,651649.0,631714.0,713368.0,547564.0,1757995.0,1701972.0,1695045.0,1283363.0,1260932.0
Serbia,1994,7734639.0,3813270,3921369,848562.0,887664.0,845648.0,876020.0,836619.0,846589.0,659642.0,641082.0,730898.0,561915.0,1736226.0,1721668.0,1683208.0,1300724.0,1292813.0
Serbia,1995,7625357.0,3757504,3867853,822402.0,860171.0,839346.0,868800.0,814632.0,823715.0,657683.0,640668.0,733790.0,564150.0,1682573.0,1708146.0,1638347.0,1298351.0,1297940.0
Serbia,1996,7617794.0,3751380,3866414,803811.0,841589.0,835686.0,863794.0,804579.0,813288.0,671491.0,654582.0,750847.0,578127.0,1645400.0,1699480.0,1617867.0,1326073.0,1328974.0
Serbia,1997,7596501.0,3738043,3858458,787495.0,825805.0,828051.0,854472.0,790627.0,798819.0,686707.0,669697.0,765578.0,589250.0,1613300.0,1682523.0,1589446.0,1356404.0,1354828.0
Serbia,1998,7567745.0,3720693,3847052,773612.0,812627.0,817268.0,842070.0,774913.0,782448.0,703155.0,685863.0,778104.0,597685.0,1586239.0,1659338.0,1557361.0,1389018.0,1375789.0
Serbia,1999,7540401.0,3703854,3836547,761715.0,801087.0,804943.0,828690.0,760496.0,767245.0,720803.0,703179.0,788590.0,603653.0,1562802.0,1633633.0,1527741.0,1423982.0,1392243.0
Serbia,2000,7516346.0,3688621,3827725,750751.0,789937.0,792050.0,815586.0,748860.0,754678.0,739092.0,721194.0,796972.0,607226.0,1540688.0,1607636.0,1503538.0,1460286.0,1404198.0
Serbia,2001,7503433.0,3678860,3824573,737355.0,776168.0,791704.0,814407.0,741263.0,745269.0,754311.0,734617.0,799940.0,608399.0,1513523.0,1606111.0,1486532.0,1488928.0,1408339.0
Serbia,2002,7496522.0,3672069,3824453,723574.0,761497.0,791993.0,814404.0,738317.0,740701.0,769836.0,748235.0,800733.0,607232.0,1485071.0,1606397.0,1479018.0,1518071.0,1407965.0
Serbia,2003,7480591.0,3661168,3819423,707877.0,744698.0,791021.0,813630.0,737887.0,738891.0,782831.0,759340.0,799807.0,604609.0,1452575.0,1604651.0,1476778.0,1542171.0,1404416.0
Serbia,2004,7463157.0,3650163,3812994,691572.0,727768.0,788969.0,812156.0,739196.0,739144.0,792280.0,767054.0,800977.0,604041.0,1419340.0,1601125.0,1478340.0,1559334.0,1405018.0
Serbia,2005,7440769.0,3637572,3803197,675174.0,711509.0,784938.0,809027.0,740716.0,739987.0,796678.0,770068.0,805691.0,606981.0,1386683.0,1593965.0,1480703.0,1566746.0,1412672.0
Serbia,2006,7411569.0,3622640,3788929,661219.0,696803.0,774779.0,801473.0,741609.0,739817.0,799780.0,771015.0,811542.0,613532.0,1358022.0,1576252.0,1481426.0,1570795.0,1425074.0
Serbia,2007,7381579.0,3608204,3773375,647116.0,682484.0,763265.0,792741.0,742465.0,740311.0,799442.0,769249.0,821087.0,623419.0,1329600.0,1556006.0,1482776.0,1568691.0,1444506.0
Serbia,2008,7350222.0,3593624,3756598,633793.0,669238.0,750587.0,782835.0,742886.0,740980.0,795811.0,764856.0,833521.0,635715.0,1303031.0,1533422.0,1483866.0,1560667.0,1469236.0
Singapore,1970,2074500.0,1062080,1012420,391153.0,413239.0,286794.0,296186.0,169482.0,181090.0,102509.0,116022.0,62482.0,55543.0,804392.0,582980.0,350572.0,218531.0,118025.0
Singapore,1971,2112900.0,1081035,1031865,386188.0,408130.0,302123.0,312958.0,173212.0,183003.0,104477.0,117937.0,65865.0,59007.0,794318.0,615081.0,356215.0,222414.0,124872.0
Singapore,1972,2152400.0,1100690,1051710,381369.0,403161.0,318749.0,331155.0,175710.0,183919.0,106560.0,119965.0,69322.0,62490.0,784530.0,649904.0,359629.0,226525.0,131812.0
Singapore,1973,2193000.0,1121016,1071984,376219.0,397775.0,335974.0,350062.0,178023.0,184953.0,108933.0,122269.0,72835.0,65957.0,773994.0,686036.0,362976.0,231202.0,138792.0
Singapore,1974,2229800.0,1139456,1090344,369315.0,390530.0,351964.0,367724.0,181315.0,187304.0,111515.0,124669.0,76235.0,69229.0,759845.0,719688.0,368619.0,236184.0,145464.0
Singapore,1975,2262600.0,1155884,1106716,360459.0,381317.0,365891.0,383201.0,186498.0,191902.0,114344.0,127160.0,79524.0,72304.0,741776.0,749092.0,378400.0,241504.0,151828.0
Singapore,1976,2293300.0,1171190,1122110,353152.0,374278.0,376967.0,395778.0,193058.0,198183.0,116841.0,128817.0,82092.0,74134.0,727430.0,772745.0,391241.0,245658.0,156226.0
Singapore,1977,2325300.0,1187088,1138212,343561.0,364787.0,387384.0,407601.0,202369.0,207587.0,119986.0,131092.0,84912.0,76021.0,708348.0,794985.0,409956.0,251078.0,160933.0
Singapore,1978,2353600.0,1201095,1152505,332327.0,353618.0,395779.0,417234.0,213223.0,218852.0,123468.0,133645.0,87708.0,77746.0,685945.0,813013.0,432075.0,257113.0,165454.0
Singapore,1979,2383500.0,1216020,1167480,322530.0,344049.0,402298.0,424893.0,224700.0,231014.0,127467.0,136701.0,90485.0,79363.0,666579.0,827191.0,455714.0,264168.0,169848.0
Singapore,1980,2413945.0,1231360,1182585,315434.0,337328.0,406358.0,430029.0,235852.0,243069.0,131852.0,140166.0,93089.0,80768.0,652762.0,836387.0,478921.0,272018.0,173857.0
Singapore,1981,2532835.0,1292069,1240766,319445.0,342225.0,423499.0,448680.0,256377.0,264462.0,142258.0,150174.0,99187.0,86528.0,661670.0,872179.0,520839.0,292432.0,185715.0
Singapore,1982,2646466.0,1350268,1296198,325907.0,349651.0,436342.0,462943.0,275978.0,285105.0,153027.0,160504.0,104944.0,92065.0,675558.0,899285.0,561083.0,313531.0,197009.0
Singapore,1983,2681061.0,1367915,1313146,325053.0,348921.0,433563.0,460491.0,287458.0,297415.0,159426.0,166182.0,107646.0,94906.0,673974.0,894054.0,584873.0,325608.0,202552.0
Singapore,1984,2732221.0,1393249,1338972,326349.0,350071.0,432391.0,459176.0,302225.0,312917.0,166502.0,172459.0,111505.0,98626.0,676420.0,891567.0,615142.0,338961.0,210131.0
Singapore,1985,2735957.0,1393352,1342605,320725.0,343432.0,423543.0,448902.0,313987.0,324894.0,170192.0,175046.0,114158.0,101078.0,664157.0,872445.0,638881.0,345238.0,215236.0
Singapore,1986,2733373.0,1389021,1344352,313732.0,335825.0,422930.0,442965.0,323747.0,335604.0,168430.0,172486.0,115513.0,102141.0,649557.0,865895.0,659351.0,340916.0,217654.0
Singapore,1987,2774789.0,1406052,1368737,309386.0,331247.0,429190.0,443693.0,341956.0,353954.0,168891.0,172173.0,119314.0,104985.0,640633.0,872883.0,695910.0,341064.0,224299.0
Singapore,1988,2846108.0,1437827,1408281,307357.0,329329.0,438712.0,447997.0,366123.0,377504.0,171275.0,174003.0,124814.0,108994.0,636686.0,886709.0,743627.0,345278.0,233808.0
Singapore,1989,2930901.0,1476917,1453984,308083.0,330690.0,447360.0,452342.0,392272.0,402577.0,175344.0,177970.0,130925.0,113338.0,638773.0,899702.0,794849.0,353314.0,244263.0
Singapore,1990,3047132.0,1533025,1514107,314883.0,339033.0,456936.0,458903.0,421457.0,430657.0,182645.0,185801.0,138186.0,118631.0,653916.0,915839.0,852114.0,368446.0,256817.0
Singapore,1991,3135083.0,1576429,1558654,323135.0,347608.0,450980.0,453393.0,445088.0,453313.0,194234.0,197344.0,145217.0,124771.0,670743.0,904373.0,898401.0,391578.0,269988.0
Singapore,1992,3230698.0,1624944,1605754,335737.0,361162.0,443119.0,446747.0,466411.0,474308.0,207944.0,211430.0,152543.0,131297.0,696899.0,889866.0,940719.0,419374.0,283840.0
Singapore,1993,3313471.0,1667607,1645864,349449.0,375930.0,431667.0,436976.0,483066.0,490811.0,222274.0,226379.0,159408.0,137511.0,725379.0,868643.0,973877.0,448653.0,296919.0
Singapore,1994,3419048.0,1721384,1697664,365116.0,392586.0,423091.0,430303.0,501914.0,509048.0,239531.0,244241.0,168012.0,145206.0,757702.0,853394.0,1010962.0,483772.0,313218.0
Singapore,1995,3524506.0,1774064,1750442,378088.0,405951.0,415516.0,424662.0,520782.0,526322.0,258372.0,263409.0,177684.0,153720.0,784039.0,840178.0,1047104.0,521781.0,331404.0
Singapore,1996,3670704.0,1845960,1824744,398267.0,427498.0,418444.0,425253.0,539478.0,544966.0,279830.0,284605.0,188725.0,163638.0,825765.0,843697.0,1084444.0,564435.0,352363.0
Singapore,1997,3796038.0,1906272,1889766,410953.0,440884.0,421800.0,426086.0,555134.0,559541.0,301534.0,305863.0,200345.0,173898.0,851837.0,847886.0,1114675.0,607397.0,374243.0
Singapore,1998,3927213.0,1968708,1958505,419886.0,450023.0,428373.0,430192.0,570877.0,573462.0,325713.0,329581.0,213656.0,185450.0,869909.0,858565.0,1144339.0,655294.0,399106.0
Singapore,1999,3958723.0,1980944,1977779,416585.0,445842.0,425581.0,425241.0,570291.0,570541.0,343343.0,346834.0,221979.0,192486.0,862427.0,850822.0,1140832.0,690177.0,414465.0
Singapore,2000,4027887.0,2012218,2015669,417848.0,446382.0,427167.0,425447.0,573070.0,570526.0,365449.0,368931.0,232135.0,200932.0,864230.0,852614.0,1143596.0,734380.0,433067.0
Singapore,2001,4138012.0,2064239,2073773,418008.0,445604.0,439228.0,436947.0,580730.0,575422.0,393086.0,396918.0,242721.0,209348.0,863612.0,876175.0,1156152.0,790004.0,452069.0
Singapore,2002,4175950.0,2080441,2095509,411809.0,438180.0,443002.0,440149.0,577879.0,569928.0,412190.0,416507.0,250629.0,215677.0,849989.0,883151.0,1147807.0,828697.0,466306.0
Singapore,2003,4114826.0,2047481,2067345,397613.0,422231.0,436024.0,432706.0,561177.0,550790.0,417594.0,422411.0,254937.0,219343.0,819844.0,868730.0,1111967.0,840005.0,474280.0
Singapore,2004,4166664.0,2070695,2095969,395224.0,418670.0,440717.0,436927.0,560567.0,547432.0,430606.0,435961.0,268855.0,231705.0,813894.0,877644.0,1107999.0,866567.0,500560.0
Singapore,2005,4265762.0,2117167,2148595,397167.0,419487.0,449147.0,445092.0,567937.0,551749.0,446241.0,451914.0,288103.0,248925.0,816654.0,894239.0,1119686.0,898155.0,537028.0
Singapore,2006,4401365.0,2181390,2219975,404089.0,425454.0,462424.0,457563.0,579834.0,561451.0,471644.0,477021.0,301984.0,259901.0,829543.0,919987.0,1141285.0,948665.0,561885.0
Singapore,2007,4588599.0,2270925,2317674,415193.0,435705.0,480940.0,475136.0,597924.0,576719.0,503145.0,508556.0,320472.0,274809.0,850898.0,956076.0,1174643.0,1011701.0,595281.0
Singapore,2008,4839396.0,2391886,2447510,430026.0,450023.0,506711.0,499946.0,623428.0,598565.0,541352.0,547413.0,345993.0,295939.0,880049.0,1006657.0,1221993.0,1088765.0,641932.0
Slovakia,1970,4538223.0,2238575,2299648,610113.0,638195.0,554213.0,568214.0,431131.0,415859.0,358082.0,336618.0,346109.0,279689.0,1248308.0,1122427.0,846990.0,694700.0,625798.0
Slovakia,1971,4557449.0,2247004,2310445,601210.0,628985.0,567597.0,583443.0,426559.0,411135.0,361050.0,337631.0,354029.0,285810.0,1230195.0,1151040.0,837694.0,698681.0,639839.0
Slovakia,1972,4596622.0,2265315,2331307,597759.0,625680.0,581264.0,598810.0,425601.0,410024.0,362733.0,337675.0,363950.0,293126.0,1223439.0,1180074.0,835625.0,700408.0,657076.0
Slovakia,1973,4641445.0,2286458,2354987,597444.0,625628.0,593483.0,612650.0,426641.0,411038.0,363806.0,337394.0,373613.0,299748.0,1223072.0,1206133.0,837679.0,701200.0,673361.0
Slovakia,1974,4689623.0,2309294,2380329,598849.0,627114.0,604350.0,625140.0,428803.0,413407.0,367236.0,339575.0,381091.0,304058.0,1225963.0,1229490.0,842210.0,706811.0,685149.0
Slovakia,1975,4739105.0,2332788,2406317,601215.0,629297.0,613755.0,636143.0,431485.0,416553.0,374602.0,345659.0,385260.0,305136.0,1230512.0,1249898.0,848038.0,720261.0,690396.0
Slovakia,1976,4789507.0,2356784,2432723,608215.0,636328.0,621008.0,644685.0,434211.0,419542.0,384130.0,353103.0,385159.0,303126.0,1244543.0,1265693.0,853753.0,737233.0,688285.0
Slovakia,1977,4840501.0,2381110,2459391,614909.0,642888.0,627310.0,652176.0,437755.0,423582.0,397609.0,364449.0,381808.0,298015.0,1257797.0,1279486.0,861337.0,762058.0,679823.0
Slovakia,1978,4890125.0,2404734,2485391,621824.0,649565.0,631702.0,657579.0,442444.0,429032.0,412135.0,376846.0,377286.0,291712.0,1271389.0,1289281.0,871476.0,788981.0,668998.0
Slovakia,1979,4938973.0,2427828,2511145,629786.0,657307.0,633317.0,659934.0,449283.0,436919.0,423644.0,386422.0,375115.0,287246.0,1287093.0,1293251.0,886202.0,810066.0,662361.0
Slovakia,1980,4979815.0,2446773,2533042,637765.0,665092.0,630924.0,657947.0,458218.0,447230.0,429235.0,390552.0,376900.0,285952.0,1302857.0,1288871.0,905448.0,819787.0,662852.0
Slovakia,1981,5016105.0,2463249,2552856,644911.0,672409.0,625780.0,652341.0,470551.0,461157.0,429761.0,389088.0,381853.0,288254.0,1317320.0,1278121.0,931708.0,818849.0,670107.0
Slovakia,1982,5055099.0,2480837,2574262,652543.0,680339.0,618296.0,644146.0,486046.0,478516.0,426100.0,384137.0,391277.0,293699.0,1332882.0,1262442.0,964562.0,810237.0,684976.0
Slovakia,1983,5091971.0,2497228,2594743,659666.0,687812.0,609153.0,634147.0,503121.0,497610.0,419716.0,377170.0,403087.0,300489.0,1347478.0,1243300.0,1000731.0,796886.0,703576.0
Slovakia,1984,5127097.0,2512687,2614410,665705.0,694153.0,600364.0,624523.0,520088.0,516645.0,413676.0,370966.0,414577.0,306400.0,1359858.0,1224887.0,1036733.0,784642.0,720977.0
Slovakia,1985,5161768.0,2527918,2633850,670354.0,699014.0,593424.0,616874.0,535880.0,534494.0,409970.0,367261.0,424222.0,310275.0,1369368.0,1210298.0,1070374.0,777231.0,734497.0
Slovakia,1986,5193838.0,2541882,2651956,670745.0,699538.0,589421.0,612144.0,550733.0,550962.0,407905.0,364277.0,433152.0,314961.0,1370283.0,1201565.0,1101695.0,772182.0,748113.0
Slovakia,1987,5222840.0,2554351,2668489,670721.0,699488.0,586686.0,608856.0,563603.0,565473.0,407580.0,363179.0,439899.0,317355.0,1370209.0,1195542.0,1129076.0,770759.0,757254.0
Slovakia,1988,5250596.0,2566215,2684381,669391.0,698004.0,585862.0,607707.0,574860.0,578304.0,408898.0,363882.0,445370.0,318318.0,1367395.0,1193569.0,1153164.0,772780.0,763688.0
Slovakia,1989,5275942.0,2576899,2699043,665451.0,693853.0,587042.0,608778.0,584800.0,589621.0,411114.0,365818.0,450636.0,318829.0,1359304.0,1195820.0,1174421.0,776932.0,769465.0
Slovakia,1990,5299187.0,2586549,2712638,658609.0,686807.0,590242.0,612063.0,593592.0,599492.0,413875.0,368759.0,456320.0,319428.0,1345416.0,1202305.0,1193084.0,782634.0,775748.0
Slovakia,1991,5303294.0,2586860,2716434,649461.0,677336.0,592710.0,614142.0,599043.0,605266.0,414606.0,369425.0,460614.0,320691.0,1326797.0,1206852.0,1204309.0,784031.0,781305.0
Slovakia,1992,5305016.0,2586034,2718982,637051.0,664649.0,597214.0,618429.0,603473.0,609819.0,416286.0,371413.0,464958.0,321724.0,1301700.0,1215643.0,1213292.0,787699.0,786682.0
Slovakia,1993,5325305.0,2594317,2730988,624672.0,652129.0,605592.0,626893.0,608644.0,614997.0,421143.0,376807.0,470937.0,323491.0,1276801.0,1232485.0,1223641.0,797950.0,794428.0
Slovakia,1994,5346331.0,2603031,2743300,611434.0,638758.0,615040.0,636680.0,611564.0,617896.0,428701.0,385293.0,476561.0,324404.0,1250192.0,1251720.0,1229460.0,813994.0,800965.0
Slovakia,1995,5361999.0,2609229,2752770,597305.0,624472.0,624262.0,646496.0,611094.0,617454.0,438983.0,396920.0,481126.0,323887.0,1221777.0,1270758.0,1228548.0,835903.0,805013.0
Slovakia,1996,5373361.0,2613457,2759904,583339.0,609930.0,633064.0,655596.0,607225.0,612997.0,450926.0,409793.0,485350.0,325141.0,1193269.0,1288660.0,1220222.0,860719.0,810491.0
Slovakia,1997,5383291.0,2617105,2766186,568295.0,594298.0,642181.0,665274.0,600863.0,606246.0,465825.0,425773.0,489022.0,325514.0,1162593.0,1307455.0,1207109.0,891598.0,814536.0
Slovakia,1998,5390516.0,2619526,2770990,552425.0,577841.0,650808.0,674650.0,593020.0,598206.0,482445.0,443595.0,492292.0,325234.0,1130266.0,1325458.0,1191226.0,926040.0,817526.0
Slovakia,1999,5396020.0,2621152,2774868,536222.0,561103.0,658172.0,682807.0,585654.0,590821.0,499183.0,461641.0,495637.0,324780.0,1097325.0,1340979.0,1176475.0,960824.0,820417.0
Slovakia,2000,5388720.0,2616580,2772140,518965.0,543338.0,662251.0,687565.0,578799.0,584098.0,513812.0,477786.0,498313.0,323793.0,1062303.0,1349816.0,1162897.0,991598.0,822106.0
Slovakia,2001,5378867.0,2610775,2768092,500092.0,523646.0,664579.0,690157.0,573998.0,579425.0,526913.0,491543.0,502510.0,326004.0,1023738.0,1354736.0,1153423.0,1018456.0,828514.0
Slovakia,2002,5376912.0,2608838,2768074,483792.0,506753.0,665344.0,691026.0,571784.0,577524.0,539429.0,504829.0,507725.0,328706.0,990545.0,1356370.0,1149308.0,1044258.0,836431.0
Slovakia,2003,5373374.0,2606234,2767140,468675.0,491166.0,663461.0,689152.0,571309.0,577561.0,550464.0,516817.0,513231.0,331538.0,959841.0,1352613.0,1148870.0,1067281.0,844769.0
Slovakia,2004,5372280.0,2604997,2767283,454474.0,476559.0,659640.0,685396.0,573005.0,580007.0,560637.0,528063.0,519527.0,334972.0,931033.0,1345036.0,1153012.0,1088700.0,854499.0
Slovakia,2005,5372807.0,2604797,2768010,441058.0,462778.0,653847.0,679795.0,576642.0,584659.0,569865.0,538456.0,526598.0,339109.0,903836.0,1333642.0,1161301.0,1108321.0,865707.0
Slovakia,2006,5373054.0,2604701,2768353,430809.0,452126.0,644178.0,670435.0,581269.0,590123.0,577423.0,545945.0,534674.0,346072.0,882935.0,1314613.0,1171392.0,1123368.0,880746.0
Slovakia,2007,5374622.0,2605478,2769144,421483.0,442460.0,632841.0,659343.0,587321.0,597456.0,584150.0,552695.0,543349.0,353524.0,863943.0,1292184.0,1184777.0,1136845.0,896873.0
Slovakia,2008,5379233.0,2607966,2771267,413588.0,434308.0,620349.0,647028.0,594478.0,606306.0,589661.0,558413.0,553191.0,361911.0,847896.0,1267377.0,1200784.0,1148074.0,915102.0
Slovenia,1970,1724891.0,834895,889996,203446.0,212670.0,202134.0,217975.0,188549.0,189744.0,144441.0,109436.0,151426.0,105070.0,416116.0,420109.0,378293.0,253877.0,256496.0
Slovenia,1971,1738335.0,842267,896068,202697.0,212287.0,204770.0,220604.0,186812.0,190777.0,146823.0,111245.0,154966.0,107354.0,414984.0,425374.0,377589.0,258068.0,262320.0
Slovenia,1972,1752233.0,849368,902865,203433.0,213189.0,207095.0,222651.0,184857.0,190625.0,149117.0,113719.0,158363.0,109184.0,416622.0,429746.0,375482.0,262836.0,267547.0
